FabricType,StitchCount,ThreadTension,SeamStrength,ColorConsistency,MeasurementAccuracy,ButtonAttachmentStrength,LabelPositionAccuracy,PrintAlignment,BrokenStitches,OilStains,LooseThreads,IroningQuality,PackingQuality,Shift,GarmentType,Humidity,Temperature,ProductionTimePerPiece(min),DefectCountInBatch,IsDefective
Polyester,46.50509195,4.092154532,31.16362604,1,100,34.26,1,Slightly Off,14.5087468,1,9,0,Damaged,Night,Blazer,54.22170026,25.66877677,4.56,0,1
Linen,48.92875438,3.789986136,31.64476429,1,99.11785438,29.91,0,Slightly Off,13.59894257,1,1,0,Wet,Morning,Shirt,41.15235542,25.83019982,5.73,4,1
Denim,36.54600577,3.047662653,20.61809805,1,99.11785438,21.22,0,Slightly Off,13.72853224,0,5,0,Wet,Morning,Blazer,52.30438435,32.02518703,6.82,4,0
Linen,53.32797937,4.722206098,35.78104718,0,98.89731797,24.11,0,Slightly Off,10.67833403,1,5,0,Good,Evening,Shirt,64.71836793,25.73138264,3.31,5,1
Linen,41.40389786,3.386160018,29.36401447,1,99.33839078,35.03,1,Aligned,13.48421631,0,8,1,Damaged,Night,Jeans,46.56405944,27.81215757,5.69,3,0
Denim,40.97189831,3.704360995,24.37027541,1,99.55892719,39.03,1,Aligned,12.41786594,1,8,1,Good,Morning,Trousers,42.78333848,27.3148756,4.49,2,1
Denim,47.46118957,4.179172256,36.14288082,1,99.55892719,20.68,1,Slightly Off,9.610311493,1,5,1,Damaged,Night,Blazer,58.78624841,27.21854912,5.21,2,1
Linen,33.33433698,3.401721036,21.17782419,1,99.11785438,35.33,0,Misaligned,9.587346012,1,2,1,Good,Evening,Blazer,47.12408719,28.44071121,5.32,4,1
Cotton,36.78739636,3.253245111,20.83198715,0,99.55892719,23.67,1,Misaligned,13.92034122,0,2,0,Damaged,Morning,Shirt,79.2285242,25.10112268,6.4,2,0
Cotton,37.72733714,2.938026209,22.00727344,1,99.33839078,22.24,0,Misaligned,12.62604692,1,3,0,Wet,Evening,Blazer,56.91987226,31.20425052,4.03,3,1
Linen,52.51160631,4.360498476,35.74457934,0,99.11785438,23.98,1,Slightly Off,12.85431481,0,5,0,Wet,Evening,Jeans,65.24627202,24.23983711,5.44,4,0
Cotton,53.80420088,3.727406878,33.79504583,1,99.11785438,35.83,0,Misaligned,12.76113429,1,9,1,Wet,Morning,Shirt,41.85325373,26.50640248,4.97,4,0
Cotton,78.62770792,5.463635046,43.88194866,1,100,34.4,1,Aligned,9.117473256,0,1,0,Damaged,Night,Trousers,59.57368667,23.44031265,3.74,0,0
Denim,39.71277762,3.502822467,27.28291891,1,100,36.03,0,Aligned,15.94777619,0,1,1,Damaged,Morning,Trousers,44.93905511,29.69111912,4.44,0,0
Linen,38.30470507,3.539274488,30.05293965,1,99.11785438,34.6,0,Misaligned,8.70761601,0,0,0,Good,Evening,Blazer,53.20891809,24.23645291,5.6,4,1
Polyester,50.25672491,3.717303515,27.12573166,1,99.33839078,37.01,0,Slightly Off,17.87314041,1,0,1,Damaged,Night,Trousers,47.47729263,29.26709979,6.89,3,1
Cotton,51.13484914,4.121567328,33.3907841,0,99.55892719,39.45,1,Misaligned,5.201926751,0,4,1,Good,Night,Blazer,65.39705085,27.79469416,5.12,2,0
Polyester,50.85815135,3.764898331,26.52084787,1,99.33839078,31.72,1,Aligned,16.82259042,1,8,1,Good,Evening,Trousers,58.21151614,27.52856657,6.63,3,0
Polyester,53.66814694,4.306166107,34.69710041,1,99.55892719,36.29,0,Misaligned,11.99017878,0,10,0,Damaged,Morning,Jeans,56.17410237,30.34872344,3.36,2,1
Linen,41.15668043,3.510705805,27.69613746,0,100,24.72,0,Slightly Off,11.40645767,0,5,0,Wet,Evening,Trousers,68.61061871,25.18646889,5.08,0,1
Linen,38.76702445,3.309204141,24.06082936,1,99.55892719,38.58,1,Aligned,8.966682612,0,2,0,Wet,Morning,Shirt,55.15865421,31.4009838,5.55,2,1
Polyester,39.37459546,3.10089263,25.30226295,0,99.11785438,32.79,0,Aligned,11.99974585,1,5,0,Wet,Morning,Trousers,65.30386807,25.84807556,6.4,4,0
Polyester,33.60298551,2.888212916,23.58135229,0,99.77946359,25.71,1,Aligned,13.73254299,0,1,1,Wet,Morning,Blazer,73.00596279,28.29512896,4.79,1,1
Cotton,50.9890921,3.74096549,33.45408596,1,99.77946359,33.33,0,Aligned,13.10282318,1,10,1,Good,Night,Jeans,56.40148779,26.41987004,3.59,1,0
Linen,39.68243193,3.849509844,25.97917854,1,100,24.32,1,Slightly Off,16.63777248,1,5,1,Damaged,Evening,Blazer,57.59534863,28.85171506,5.11,0,1
Polyester,50.28209602,3.684281486,29.24610517,0,99.33839078,38.29,1,Misaligned,12.85167963,0,10,0,Damaged,Night,Blazer,64.54546611,23.99186086,5.48,3,1
Linen,46.09343104,4.621702899,34.69283599,0,99.11785438,30.12,0,Misaligned,11.71555628,1,7,1,Wet,Evening,Shirt,69.36755686,27.32134373,4.84,4,0
Linen,56.09369269,4.614015105,39.52140701,1,99.77946359,23.69,1,Aligned,11.82231117,1,2,1,Good,Evening,Jeans,56.28204525,27.05465769,5.75,1,1
Linen,44.33596842,3.832598506,32.92252425,1,99.33839078,28.61,1,Slightly Off,11.35218999,0,3,1,Good,Evening,Blazer,48.6256578,28.30820023,5.33,3,1
Linen,30,3.103039443,26.34795508,0,99.11785438,38.27,1,Misaligned,13.21730034,1,2,1,Wet,Night,Trousers,63.66567928,28.21641878,3.28,4,0
Denim,34.29967227,3.716647446,27.62167979,0,99.77946359,33.67,0,Misaligned,12.24584776,0,8,0,Damaged,Evening,Jeans,60.71673958,24.41828826,4.25,1,1
Denim,38.91349829,3.700089303,32.25712617,0,100,24.39,0,Slightly Off,14.47918522,1,2,0,Wet,Evening,Blazer,63.56954194,30.9186603,5.93,0,0
Linen,44.28561186,3.671432519,24.78106736,0,99.11785438,38.61,1,Slightly Off,9.918348711,0,8,1,Wet,Night,Blazer,61.98741507,26.82738319,3.32,4,0
Polyester,40.80276593,3.651140548,24.00319227,1,98.89731797,24.26,1,Misaligned,11.17798757,1,9,1,Damaged,Night,Trousers,57.067665,29.19149605,3.72,5,1
Linen,38.87447812,3.673268552,25.55853542,1,99.33839078,34.06,0,Slightly Off,13.72248058,1,6,0,Good,Morning,Trousers,57.64592175,23.21735406,3.77,3,0
Polyester,52.44215572,3.806729192,30.35340911,0,99.77946359,27.95,1,Slightly Off,9.157091098,0,9,0,Good,Morning,Jeans,62.02245068,25.75600505,6.22,1,1
Cotton,38.02583002,3.682229451,31.48332881,1,99.77946359,24.92,0,Misaligned,12.97649166,0,6,0,Damaged,Morning,Blazer,40.50472608,30.23583004,5.93,1,0
Linen,52.64552171,4.104161254,23.90519261,0,99.11785438,36.45,1,Misaligned,10.1546448,0,8,0,Damaged,Night,Trousers,68.29680445,31.90604806,4.54,4,1
Linen,45.71722725,4.180184358,37.40970336,1,99.33839078,26.16,0,Aligned,13.15548997,0,7,1,Wet,Morning,Blazer,59.49978849,28.27298939,5.28,3,0
Denim,36.92209981,3.544677456,28.75075624,1,99.55892719,21.82,1,Slightly Off,17.03211404,1,4,1,Damaged,Night,Shirt,46.53864616,26.73574006,5.63,2,0
Denim,52.60719882,4.635532663,32.38094426,1,100,36.76,1,Misaligned,9.095053098,1,2,0,Wet,Night,Shirt,56.85113978,23.81321403,4.08,0,0
Polyester,45.21920642,3.509968849,28.3825917,0,99.33839078,32.31,1,Slightly Off,15.25316483,1,0,1,Wet,Morning,Blazer,68.18590091,29.3918652,5.41,3,1
Polyester,31.43586753,3.191099693,28.80637379,1,99.77946359,28.26,0,Slightly Off,14.21961017,0,6,1,Good,Morning,Shirt,57.90276802,27.91957343,6.2,1,1
Polyester,51.72194473,4.190389036,35.32143533,1,100,29.39,0,Misaligned,10.46776027,1,4,0,Good,Night,Trousers,47.67943528,20,5.59,0,0
Cotton,38.29175121,3.591295933,32.02758665,1,99.11785438,30.88,0,Slightly Off,12.83730332,0,4,0,Good,Night,Blazer,42.25507622,21.80163103,4.98,4,0
Cotton,46.02391447,4.160645735,29.18642599,0,99.11785438,36.07,0,Aligned,15.57257905,0,2,1,Wet,Morning,Blazer,79.64893202,28.05079833,6.4,4,1
Denim,35.58119634,2.798165699,21.14330989,1,99.33839078,22.31,1,Slightly Off,13.88820909,1,1,0,Good,Morning,Trousers,37.61084073,24.50342817,4.22,3,0
Cotton,67.2221498,4.696227971,34.79574707,1,99.55892719,28.27,1,Slightly Off,14.53486662,0,10,0,Good,Evening,Jeans,58.3691346,23.8812889,5.3,2,0
Cotton,47.4786755,4.336146704,39.84191425,1,99.11785438,20.81,0,Misaligned,10.96780709,0,2,1,Damaged,Evening,Blazer,49.13471058,26.68785254,5.55,4,1
Denim,42.59654362,3.249761725,27.91618233,0,99.11785438,21.86,1,Misaligned,9.263195146,1,8,1,Wet,Night,Blazer,65.42440102,28.02961051,3.75,4,0
Denim,37.56377537,3.260611438,34.62592027,1,99.33839078,26.15,1,Slightly Off,13.03855599,1,5,0,Good,Morning,Shirt,42.83692303,31.2913115,3.91,3,1
Denim,55.65987815,4.836132952,37.28623502,0,100,28.63,1,Misaligned,5.85681704,1,1,0,Damaged,Evening,Shirt,71.08370595,24.54774888,4.73,0,1
Linen,48.93260063,3.631310048,26.87645775,1,99.11785438,32.99,1,Misaligned,11.78424362,1,9,1,Good,Night,Shirt,53.7493823,28.3074261,4.39,4,1
Linen,38.77727685,3.582907576,28.23478069,1,98.89731797,26.2,0,Aligned,11.76582965,1,9,0,Wet,Evening,Blazer,52.79856305,23.92017408,5.43,5,1
Cotton,30,2.866973953,27.07086329,1,99.33839078,25.1,1,Aligned,19.71661907,1,5,0,Damaged,Evening,Blazer,51.86735344,25.51453928,6.06,3,1
Denim,48.19620974,3.824610897,29.49852811,1,99.11785438,34.41,1,Slightly Off,17.17888113,1,10,1,Damaged,Morning,Blazer,49.07406388,27.56667729,5.84,4,0
Denim,54.60760129,3.886140193,31.46243433,1,98.89731797,30.39,0,Slightly Off,12.48391296,0,3,1,Good,Evening,Blazer,51.31298922,26.5570569,4.35,5,0
Denim,56.04293211,4.357746548,35.1520445,0,99.33839078,23.18,1,Aligned,14.9185762,0,8,0,Wet,Evening,Shirt,62.18353978,22.90149984,6.76,3,1
Denim,32.57044253,3.300460786,26.52217657,1,99.33839078,39.22,1,Slightly Off,12.20585096,1,5,1,Wet,Evening,Shirt,37.78270645,28.54036684,6.91,3,0
Denim,35.80161403,3.239856604,23.96165745,1,99.77946359,30.37,1,Misaligned,9.238554936,1,2,1,Good,Morning,Shirt,47.51017623,29.22371796,6.6,1,1
Polyester,55.60376702,4.225481317,33.39197734,0,99.11785438,32.66,0,Misaligned,13.13251702,0,1,0,Damaged,Morning,Blazer,69.95139341,34.07783386,5.25,4,1
Cotton,61.94593152,4.503365036,35.48661248,1,98.89731797,29.5,0,Aligned,12.07741811,0,9,1,Good,Evening,Jeans,54.09568787,27.66574122,5.79,5,1
Cotton,39.71664252,3.214423824,25.69269662,1,99.55892719,38.42,0,Slightly Off,10.75856368,1,7,1,Damaged,Morning,Jeans,49.27567922,27.52120914,5.46,2,0
Denim,51.59322185,4.540757043,39.1566068,1,99.55892719,37.92,1,Aligned,8.238578085,1,8,1,Good,Morning,Blazer,42.25214464,27.9097849,5.09,2,1
Polyester,56.45534525,4.018770921,37.43205147,1,98.89731797,35.44,0,Misaligned,14.78115845,0,5,0,Good,Night,Shirt,43.29767389,22.90751187,6.72,5,0
Polyester,54.17786411,4.54590267,33.84591707,0,99.55892719,29.65,1,Slightly Off,5.857604652,1,2,0,Damaged,Morning,Shirt,64.82204151,23.11305679,4.58,2,0
Linen,44.54963496,3.964889819,30.54313768,1,99.33839078,24.05,0,Misaligned,13.74476359,1,9,1,Wet,Morning,Trousers,46.77382761,26.75216977,6.64,3,0
Denim,30,2.738861041,19.43585263,0,98.89731797,23.34,0,Aligned,13.57885053,0,10,0,Wet,Night,Blazer,63.04533757,20.10895512,3.66,5,1
Linen,41.11310397,3.924016309,31.95343508,1,99.55892719,23.5,0,Aligned,13.8306582,0,5,0,Wet,Night,Shirt,45.19485372,23.60784155,4.62,2,0
Cotton,68.52876506,4.530071909,34.6255269,1,99.33839078,25.35,0,Slightly Off,13.90477336,0,7,0,Damaged,Night,Shirt,53.74253941,25.507277,3.06,3,0
Cotton,49.74231321,3.55312699,29.14440642,1,98.89731797,20.95,0,Slightly Off,10.27077458,0,9,0,Wet,Night,Trousers,54.30912116,30.02643539,3.36,5,1
Polyester,42.39074361,3.806017516,33.75902086,1,99.11785438,29.71,0,Slightly Off,8.967447524,1,9,1,Wet,Night,Blazer,47.46344277,27.77805651,5.5,4,0
Denim,55.60232861,3.911933248,23.71797093,1,99.55892719,20.62,0,Aligned,16.57499277,1,9,0,Good,Night,Blazer,55.76956979,22.44621863,5.39,2,0
Linen,33.26942759,2.55024306,21.87728415,1,99.11785438,35.26,1,Aligned,14.7279547,0,8,1,Wet,Night,Blazer,33.84099769,26.87917919,3.01,4,1
Polyester,60.39862546,4.835673788,37.30482916,1,99.77946359,22.09,1,Aligned,11.31189593,0,7,1,Good,Morning,Jeans,54.11487693,28.75032256,3.78,1,0
Cotton,39.00216077,3.54931216,29.77576408,1,98.89731797,38.71,1,Slightly Off,15.63368779,0,0,1,Good,Evening,Trousers,59.45165616,29.14252788,5.66,5,0
Cotton,48.4637767,4.252867716,31.33353342,1,100,38.48,1,Misaligned,8.610400489,0,3,0,Wet,Morning,Shirt,46.65057332,30.13652919,6.17,0,1
Cotton,47.26767301,3.956649432,35.24197842,1,99.77946359,38.61,1,Slightly Off,14.79258676,0,6,0,Damaged,Night,Jeans,57.13001522,30.59415814,5.66,1,0
Linen,45.71796937,4.628809528,39.77031808,1,99.11785438,31.94,1,Slightly Off,12.66284056,0,7,1,Good,Evening,Jeans,56.53477476,28.70971016,5.07,4,1
Polyester,48.00223602,4.203028061,35.32928094,1,99.33839078,36.17,1,Misaligned,16.00401247,1,6,1,Damaged,Evening,Blazer,56.9364888,28.46128136,4.15,3,1
Polyester,46.61290253,3.882537864,33.43998007,1,99.77946359,38.3,1,Misaligned,16.59267321,0,7,1,Damaged,Morning,Jeans,41.55182279,27.69766363,5.71,1,1
Linen,49.18650398,3.553242454,26.18907823,1,99.55892719,26.96,0,Aligned,13.08382469,1,6,1,Good,Night,Shirt,55.95170996,29.52714195,4.85,2,1
Denim,49.70436648,4.398925351,33.33253154,1,99.33839078,21.98,0,Aligned,13.46131783,0,2,0,Damaged,Night,Jeans,37.77721086,24.63646356,6.63,3,1
Polyester,40.82004273,3.063279348,26.76354339,1,99.55892719,36.29,1,Slightly Off,14.00709492,1,1,1,Wet,Morning,Trousers,48.70558644,26.38674716,6.5,2,0
Denim,41.57287342,4.32294521,32.28037425,1,99.11785438,38.04,1,Slightly Off,11.78984205,1,8,0,Good,Evening,Blazer,54.96140105,24.90185837,3.47,4,1
Polyester,47.24088237,3.450477624,31.94072613,1,98.89731797,29.61,1,Slightly Off,9.71246722,1,5,1,Wet,Night,Trousers,57.08343484,28.3006438,4.34,5,0
Cotton,51.01196714,4.626141831,36.03836143,1,99.77946359,21.41,0,Slightly Off,10.07423084,0,5,1,Wet,Morning,Blazer,42.90696572,26.22345852,3.5,1,0
Polyester,49.6191621,4.080649771,34.15088134,1,99.11785438,31.95,1,Slightly Off,6.454404854,0,9,0,Damaged,Morning,Trousers,52.15829775,30.04031687,5.74,4,1
Denim,53.8964582,4.322061884,40.87424363,0,100,21.04,1,Aligned,10.94343484,1,8,1,Damaged,Night,Shirt,62.94546841,27.15671017,3.58,0,0
Linen,49.54283067,4.040994407,30.20928519,1,98.89731797,24.14,1,Aligned,15.87813947,0,9,0,Good,Evening,Blazer,45.20310982,30.19056076,3.69,5,1
Polyester,36.95183864,3.123811452,25.19677687,1,99.11785438,25.83,1,Aligned,16.08616485,1,7,0,Good,Night,Blazer,33.46363294,20.66645681,4.42,4,1
Cotton,36.62804359,3.569635418,31.71963284,0,99.11785438,30.42,1,Slightly Off,13.19747358,0,3,0,Good,Morning,Trousers,60.29567621,24.84052822,3.47,4,1
Denim,47.58663143,4.336194669,37.54338952,1,99.77946359,30.91,0,Slightly Off,10.72147609,1,5,1,Wet,Night,Jeans,45.57792334,29.81450755,6.13,1,0
Cotton,53.98209462,4.083327909,31.68317734,1,98.89731797,39.38,0,Misaligned,10.21238432,1,9,1,Damaged,Night,Trousers,48.60905505,27.06097125,3.65,5,1
Linen,52.09905214,4.590494953,35.17376831,1,99.11785438,26.8,0,Slightly Off,8.063479748,1,6,0,Good,Night,Trousers,56.3060196,30.16762494,3.36,4,0
Cotton,49.90316941,4.201637282,32.91369045,1,100,29.53,0,Misaligned,14.05273219,0,0,1,Wet,Evening,Blazer,55.77258618,27.75270748,5.92,0,1
Cotton,34.73935737,3.516649055,32.47676574,0,99.33839078,39.69,0,Misaligned,8.361600139,0,5,0,Good,Night,Jeans,65.21539996,24.19843869,4.17,3,0
Cotton,47.51648198,3.601967931,27.97842588,1,99.77946359,30.42,0,Misaligned,8.122036915,1,3,0,Good,Morning,Shirt,52.5815658,32.38032851,4.94,1,1
Cotton,42.02008914,4.051458695,32.64601664,1,100,38.04,0,Aligned,14.61015605,1,6,0,Damaged,Night,Trousers,55.6830538,25.00965529,5.29,0,1
Polyester,38.69554965,2.842977967,21.46346432,1,99.77946359,21.26,0,Slightly Off,14.93760337,0,2,0,Wet,Night,Shirt,38.07091325,24.76307816,6.91,1,1
Polyester,52.72709251,4.836720943,40.81041324,0,99.33839078,29.42,1,Slightly Off,10.46103401,1,3,1,Wet,Evening,Blazer,61.28214612,29.4590677,5.33,3,1
Polyester,55.72302057,4.220873368,34.23356206,1,99.11785438,27.79,1,Slightly Off,12.17943502,0,1,0,Damaged,Evening,Trousers,48.08616102,24.26579809,4.54,4,1
Cotton,55.41317216,4.613517299,33.89783696,0,98.89731797,36.35,0,Slightly Off,16.80322254,1,1,0,Wet,Morning,Jeans,80,23.12037388,6.59,5,1
Denim,35.72258937,3.20969803,22.77111189,1,98.89731797,26.56,1,Slightly Off,13.74872041,0,2,0,Wet,Morning,Jeans,52.86395114,24.69702394,4.01,5,1
Denim,63.46939974,4.62228258,30.98244394,1,99.77946359,28.05,0,Misaligned,11.63530646,0,9,1,Damaged,Evening,Jeans,59.24395084,29.46049437,5.11,1,0
Denim,61.0447185,5.115749456,38.43203142,0,99.77946359,25.41,1,Slightly Off,15.94267519,1,1,0,Wet,Morning,Blazer,61.37707653,33.41872099,5.56,1,0
Polyester,38.2656684,3.339560822,29.09832399,1,99.33839078,20.69,1,Slightly Off,13.13010478,1,1,1,Wet,Night,Blazer,54.11326433,27.01465695,5.62,3,1
Denim,57.17400041,4.385700897,39.05688879,1,100,37.19,0,Slightly Off,16.40755203,0,4,0,Damaged,Night,Trousers,59.36760174,24.82755457,6.71,0,0
Denim,40.60437411,4.000554972,34.06111487,0,99.11785438,30.93,1,Misaligned,5.67785375,0,1,0,Wet,Night,Shirt,77.55447818,30.70381551,6.26,4,1
Denim,30,3.227783076,27.48616121,1,99.77946359,22.83,0,Aligned,10.05879336,0,10,0,Damaged,Night,Trousers,47.46247159,25.15414469,6.72,1,0
Denim,56.7472037,4.246441986,33.59195774,1,99.77946359,33.41,0,Aligned,9.503200274,0,8,0,Good,Morning,Jeans,32.56731371,25.66758096,3.21,1,0
Linen,48.82010884,4.416801602,37.65915648,1,99.55892719,35.31,1,Aligned,12.91837216,1,7,1,Damaged,Evening,Blazer,41.97105087,28.24975831,4.5,2,1
Cotton,48.71635281,3.699436724,30.45432846,0,99.77946359,22.55,0,Aligned,17.92309782,0,9,0,Good,Evening,Trousers,64.97261494,30.42330244,4.06,1,1
Cotton,55.22631098,4.58295826,42.077013,1,98.89731797,37.68,0,Aligned,9.061625844,1,3,1,Wet,Evening,Jeans,50.20942384,27.21155926,4.45,5,1
Denim,32.17947224,3.166618297,25.03761043,0,99.33839078,27.85,0,Aligned,16.60152066,0,1,0,Damaged,Evening,Shirt,78.31911686,25.93585228,6.06,3,1
Cotton,42.06787522,3.252621927,30.04999967,0,99.11785438,20.57,1,Misaligned,20.20643137,0,10,0,Good,Morning,Shirt,62.27113251,33.963856,5.63,4,0
Polyester,46.76873342,4.068298698,35.16873183,1,99.77946359,34.24,0,Aligned,16.55768462,1,3,0,Wet,Evening,Jeans,48.46974371,24.98792412,6.53,1,0
Cotton,42.76560999,4.012692639,34.30787097,1,100,30.75,0,Misaligned,10.76299452,0,0,0,Damaged,Morning,Jeans,47.21482876,25.32080044,6.08,0,1
Polyester,38.44407721,3.641713256,23.09923207,1,99.11785438,34.68,1,Aligned,15.32226201,0,7,0,Damaged,Evening,Trousers,50.53732579,25.83504038,4.96,4,0
Cotton,44.19337284,4.404797218,38.02594643,1,99.55892719,34.01,1,Slightly Off,12.2086256,0,4,1,Wet,Night,Trousers,34.35519538,28.65341808,4.02,2,0
Polyester,53.2004903,4.265447157,33.74105332,1,100,22.52,1,Aligned,9.490752387,1,2,0,Good,Evening,Shirt,57.77744282,25.59865009,3.51,0,1
Polyester,48.4718307,4.429069535,34.1007768,0,99.77946359,23.59,1,Aligned,12.42374027,1,8,1,Good,Evening,Shirt,61.93523166,29.45176966,5.86,1,0
Polyester,47.08757075,3.938431782,27.05871514,1,99.11785438,31.86,1,Misaligned,10.70170673,1,8,1,Damaged,Evening,Jeans,45.32670568,26.84460032,5.83,4,1
Denim,50.70686914,4.301290134,34.39355967,1,99.33839078,25.68,0,Slightly Off,11.77048068,1,4,1,Damaged,Night,Shirt,39.48422768,26.04282042,4.96,3,0
Cotton,40.61831478,3.777174848,30.31805358,1,100,21.55,0,Misaligned,8.31045717,1,0,0,Good,Night,Shirt,45.89444434,25.31402065,3.92,0,1
Cotton,52.70841357,5.026909345,36.30626899,0,99.33839078,39.45,1,Slightly Off,4.657388349,0,6,1,Damaged,Night,Shirt,64.97227282,26.92460393,3.65,3,1
Polyester,55.79327952,3.593727115,24.3299764,0,99.77946359,24.91,1,Slightly Off,11.95293509,1,1,1,Wet,Night,Shirt,63.03221067,28.34135661,3.19,1,0
Polyester,60.38912195,5.052648715,41.88104816,1,99.77946359,26.96,0,Slightly Off,10.84912726,1,7,1,Good,Evening,Blazer,57.15337136,26.89460123,6.19,1,0
Cotton,57.32624245,4.017443974,34.75466718,0,99.77946359,38.06,0,Aligned,8.581521008,1,6,1,Good,Night,Shirt,71.4186992,27.69755704,4.43,1,0
Polyester,45.57161858,3.312244555,27.06880517,1,99.11785438,27.91,1,Slightly Off,14.95439665,0,6,0,Wet,Night,Trousers,38.10912136,24.67451613,3.84,4,1
Polyester,54.6026496,4.684039675,40.92482135,1,99.11785438,26,1,Misaligned,10.76016919,0,4,0,Damaged,Morning,Trousers,52.91621748,24.85204606,3.46,4,0
Denim,49.66023152,4.062950694,32.2444506,0,99.11785438,34.63,0,Misaligned,13.82485368,1,4,1,Wet,Evening,Blazer,60.60216207,26.98570729,5.63,4,1
Linen,53.8663235,4.425562049,35.24144257,0,99.11785438,37.37,0,Aligned,13.98579157,1,7,1,Good,Morning,Blazer,62.89769086,27.35873944,3.46,4,0
Polyester,64.56413896,4.611927959,34.14433959,0,99.77946359,33.4,1,Misaligned,14.80687401,1,5,1,Wet,Morning,Jeans,63.03754911,27.14333708,3.97,1,1
Denim,54.17690178,4.168977777,28.67109628,0,99.33839078,22.68,1,Aligned,13.47186063,1,8,0,Good,Evening,Blazer,62.23917644,25.22905191,5.71,3,1
Linen,40.4101912,3.703879578,35.19502302,0,99.33839078,37.6,0,Aligned,11.70644782,1,2,1,Good,Night,Jeans,68.19492711,27.21863651,3.65,3,1
Linen,55.61237445,4.487856689,39.29675066,0,99.77946359,20.75,0,Misaligned,11.59087488,1,4,1,Damaged,Evening,Blazer,62.61168421,27.07624191,4.98,1,0
Denim,52.02610475,4.000377754,27.82548433,1,99.55892719,32.38,1,Misaligned,18.98678729,1,5,1,Good,Morning,Trousers,43.45585513,26.63652062,6.47,2,1
Polyester,46.23855167,4.342928909,35.210687,1,99.11785438,31.62,0,Misaligned,14.27053632,1,3,0,Good,Morning,Jeans,50.45163,25.04339843,5.85,4,1
Denim,37.54836328,2.923134713,23.08493877,1,99.11785438,38.11,0,Slightly Off,14.36833877,1,7,1,Damaged,Night,Shirt,38.04749679,28.55775406,6.01,4,0
Polyester,57.40933508,4.223490859,32.96594945,0,99.77946359,30.99,0,Aligned,11.10141686,1,7,1,Damaged,Morning,Blazer,64.96314576,26.9644794,6.5,1,0
Denim,39.88112179,3.680707087,28.21860316,0,99.11785438,29.71,1,Misaligned,10.84386773,1,8,0,Good,Morning,Trousers,66.94583648,24.74924143,5.23,4,0
Cotton,54.32326499,4.826654819,39.75704599,1,100,27.33,0,Aligned,6.785094705,1,2,1,Wet,Evening,Trousers,42.79629558,26.62505074,6.54,0,0
Denim,57.54088661,4.311543674,36.94687597,1,99.77946359,27.33,1,Misaligned,16.50125276,0,2,0,Wet,Evening,Trousers,51.20030041,25.25173215,3.5,1,1
Polyester,47.66796491,4.119928873,34.16660449,1,98.89731797,28.02,0,Misaligned,13.1956394,1,6,1,Good,Morning,Shirt,37.44574897,27.00946852,3.87,5,0
Denim,46.00781789,4.243154997,33.58368485,1,99.55892719,26.43,0,Aligned,7.707127557,0,2,0,Good,Morning,Blazer,53.78984969,31.2847876,5.93,2,0
Cotton,46.4207201,3.500779574,27.53455644,1,99.77946359,31.46,0,Slightly Off,12.62242508,1,8,1,Wet,Night,Trousers,46.73003827,27.44361246,4.9,1,1
Denim,60.62381133,4.811628345,41.30346971,1,99.33839078,24.46,1,Aligned,14.18820871,1,7,1,Wet,Evening,Blazer,43.32290648,27.60442591,4.29,3,0
Polyester,60.42019205,4.995685209,41.35581649,1,99.55892719,35.9,1,Misaligned,8.667809109,0,9,0,Wet,Night,Shirt,54.75234151,31.27297204,4.69,2,0
Linen,55.98039421,4.196456755,33.78972243,0,100,29.65,0,Misaligned,9.163626489,0,1,1,Good,Morning,Jeans,73.8184856,27.81321553,5.88,0,0
Polyester,63.52059763,4.795201784,38.25391038,0,99.11785438,22.72,0,Slightly Off,11.4799028,1,4,1,Damaged,Morning,Shirt,62.951159,28.30119717,5.18,4,0
